"id","p_value","corr","hgnc_symbol","corr_spearman","p_value_spearman"
"ENSG00000230790",0.00747483816991886,0.659524310176609,"",0.81929985408296,0.000185993653631986
"ENSG00000163930",3.10706597384641e-06,0.906932576852765,"BAP1",0.828571428571429,0.000188315839549276
"ENSG00000255126",4.54629110852716e-05,0.856622800201655,"",0.828571428571429,0.000188315839549276
"ENSG00000196975",0.00574919261578612,-0.675143864805496,"ANXA4",-0.828571428571429,0.000188315839549276
"ENSG00000123836",0.0319043714367288,0.554590755642351,"PFKFB2",0.828571428571429,0.000188315839549276
"ENSG00000093072",0.00287208025546119,0.712555101366286,"ADA2",0.817209550315225,0.000199358726358271
"ENSG00000129993",0.0323334226580963,0.553448685104666,"CBFA2T3",0.816801041080661,0.000202060460526076
"ENSG00000226252",1.48786045690131e-05,0.880363870484446,"",0.825,0.000221609674391361
"ENSG00000155275",0.0016062406578523,0.740094934198869,"TRMT44",0.825,0.000221609674391361
"ENSG00000135002",0.00251756916443067,0.719079445638405,"RFK",0.825,0.000221609674391361
"ENSG00000235635",0.00631364765197442,0.669670296695257,"",0.825,0.000221609674391361
"ENSG00000105429",0.0165102625302129,-0.606571417881331,"MEGF8",-0.825,0.000221609674391361
"ENSG00000258177",0.0401869357510018,-0.534310651580832,"",-0.825,0.000221609674391361
"ENSG00000167094",0.0128950043381199,0.624099451052247,"TTC16",0.80965179783269,0.000254426172043979
"ENSG00000256683",0.0185321042379432,-0.598031665845549,"ZNF350",-0.821428571428571,0.000257815085220671
"ENSG00000234758",0.000160876251469896,0.823586855169087,"",0.821428571428571,0.000257815085220673
"ENSG00000184154",0.000402581105232419,0.79449295428719,"LRRC51",0.821428571428571,0.000257815085220673
"ENSG00000203709",8.45525212687961e-06,0.890763315042158,"MIR29B2CHG",0.803804821381628,0.000305083557319758
"ENSG00000268240",0.000143679733738165,0.826851239743355,"",0.803769229035905,0.000305415410601414
"ENSG00000258915",0.000817888259850734,0.768403830646532,"GPRASP3P1",0.80186326382841,0.000323622414460852
"ENSG00000244578",0.000151020641358284,0.825420465984085,"LINC01391",0.814285714285714,0.000339644328111906
"ENSG00000234825",0.00038591836132156,0.795943104111984,"XRCC6P2",0.814285714285714,0.000339644328111906
"ENSG00000244267",0.000809480828414569,0.768809519241268,"RPL34P22",0.814285714285714,0.000339644328111906
"ENSG00000102743",0.0270243590280164,0.568473959662438,"SLC25A15",0.814285714285714,0.000339644328111906
"ENSG00000270096",0.0417095823301524,0.530930397374092,"",0.814285714285714,0.000339644328111906
"ENSG00000231244",5.27361104261095e-05,0.853111165668826,"PSMC1P3",0.796728002648383,0.000377137213421494
"ENSG00000136104",1.15203832006453e-07,0.944733773148713,"RNASEH2B",0.810714285714286,0.00038562691187764
"ENSG00000264575",0.00146823506808025,-0.744078470845871,"LINC00526",-0.795704035833246,0.000388625880297453
"ENSG00000267136",0.00415360311934088,0.693332473680162,"",0.794626842097483,0.000401018509012448
"ENSG00000023892",6.22080213713311e-05,0.84909452978451,"DEF6",0.807142857142857,0.000435238869655731
"ENSG00000224003",0.000975789326529276,0.761349095636481,"YES1P1",0.807142857142857,0.000435238869655731
"ENSG00000116922",0.00405542665364974,0.694623101269017,"AIRIM",0.807142857142857,0.000435238869655731
"ENSG00000132274",0.00503845798258859,-0.682675681145351,"TRIM22",-0.807142857142857,0.000435238869655735
"ENSG00000143774",3.81404604399355e-05,0.860663610326568,"GUK1",0.790952455346366,0.000445741432383931
"ENSG00000230489",0.0290992213086368,0.562357289275044,"VAV3-AS1",0.790246667767962,0.000454780302505363
"ENSG00000260128",0.00282113234446606,0.713451627513344,"ULK4P2",0.789706504744873,0.000461798538276352
"ENSG00000154537",4.54127705249383e-07,0.931406432863489,NA,0.78922121732131,0.000468178845456708
"ENSG00000117477",2.49930540900974e-05,0.869902279477077,"CCDC181",0.803571428571428,0.000488677143192821
"ENSG00000051825",0.000410463052070386,0.793824000515936,"MPHOSPH9",0.803571428571428,0.000488677143192821
"ENSG00000143507",0.0214245981040188,-0.586979558241827,"DUSP10",-0.803571428571428,0.000488677143192821
"ENSG00000181481",0.0103741806450905,-0.638740986384091,"RNF135",-0.784951278592256,0.00052747693415182
"ENSG00000140519",0.00526464723637159,0.680192249519458,"RHCG",0.784573806512927,0.000533000182251956
"ENSG00000278725",0.00848284706971096,0.651677814893916,"",0.784436030504962,0.000535027841354246
"ENSG00000162521",1.129880775506e-05,0.88555235013583,"RBBP4",0.8,0.000546145961313039
"ENSG00000005156",0.000791387246980847,0.769694327419012,"LIG3",0.8,0.000546145961313039
"ENSG00000182010",0.00602531773402857,0.672415705709658,"RTKN2",0.8,0.000546145961313039
"ENSG00000198793",0.011893242172056,0.629625825117309,"MTOR",0.8,0.000546145961313039
"ENSG00000225873",4.97575066987028e-05,0.854497672424833,"C3orf86P",0.781947440012306,0.000572747712118352
"ENSG00000266192",0.00745645419959307,-0.659674938864219,"MIR1260B",-0.781947440012306,0.000572747712118352
"ENSG00000123201",0.0115847586221625,0.631400342812244,"GUCY1B2",0.781648275104619,0.000577424258940266
"ENSG00000237916",0.0380488844337169,-0.539221857901722,"RPL37P12",-0.781648275104619,0.000577424258940267
"ENSG00000251568",3.35064745072833e-05,0.863566598497281,"ALG3P1",0.796428571428571,0.000607856982320984
"ENSG00000186496",0.000564496208368979,0.782480182474515,"ZNF396",0.796428571428571,0.000607856982320984
"ENSG00000132463",0.00577265310855622,0.674908097891274,"GRSF1",0.796428571428571,0.000607856982320984
"ENSG00000272910",0.0239630245400048,0.578184155236304,"",0.796428571428571,0.000607856982320984
"ENSG00000280277",0.00379765692560306,0.698134051377924,"",0.779275566255779,0.000615626066712767
"ENSG00000259425",0.0111721822923831,0.633832007525543,"",0.778195157679489,0.000633689160961155
"ENSG00000115257",0.000922537118843766,0.763617582846335,"PCSK4",0.792857142857143,0.000674029434550367
"ENSG00000260916",0.00116545281542599,-0.754007176527107,"CCPG1",0.792857142857143,0.000674029434550367
"ENSG00000100749",0.00221611565716911,0.725234264729122,"VRK1",0.792857142857143,0.000674029434550367
"ENSG00000144120",0.00525477869879406,0.680298821528348,"TMEM177",0.792857142857143,0.000674029434550367
"ENSG00000163743",0.0248324023458308,0.575335152078175,"RCHY1",0.792857142857143,0.000674029434550367
"ENSG00000202079",0.000851917763694776,0.766795559653155,"",0.775510949993674,0.000680437230257155
"ENSG00000266921",0.0303091137946424,-0.558941222330449,"ZNF230-DT",-0.774673510337773,0.000695582102362094
"ENSG00000174343",8.16129994997366e-05,0.84223581217737,"CHRNA9",0.774610229988838,0.000696737545920801
"ENSG00000259462",2.7167016689588e-05,0.868131916117999,"CPEB1-AS1",0.772814755978963,0.000730176909206526
"ENSG00000268510",0.0403398237623474,0.533966983863627,"IFNL3P1",0.772814755978963,0.000730176909206526
"ENSG00000267702",0.0037203533952144,0.69922386822026,NA,0.772118270780844,0.000743494063260974
"ENSG00000230830",3.21549716318405e-06,0.906421932563144,"ARPP21-AS1",0.789285714285714,0.000744890254855627
"ENSG00000110931",0.000138648181650348,0.827867021575448,"CAMKK2",0.789285714285714,0.000744890254855627
"ENSG00000154914",0.000223818654284239,0.813664912237346,"USP43",0.789285714285714,0.000744890254855627
"ENSG00000277978",0.00111281830536245,0.755941507156742,"",0.789285714285714,0.000744890254855627
"ENSG00000109606",0.00299910937623647,0.71037387857364,"DHX15",0.789285714285714,0.000744890254855627
"ENSG00000204923",0.00309080881070907,0.708844717411952,"FBXO48",0.789285714285714,0.000744890254855627
"ENSG00000103257",0.00887046546772122,0.648854771545956,"SLC7A5",0.789285714285714,0.000744890254855627
"ENSG00000267366",0.0368175179797973,0.542144471042372,"",0.769063835889758,0.00080424625346195
"ENSG00000184384",0.0111753385565703,-0.633813141747459,"MAML2",-0.785714285714286,0.00082067422484176
"ENSG00000152580",3.51956104878018e-07,0.934111180190583,"IGSF10",0.785714285714286,0.000820674224841762
"ENSG00000269802",5.36314227547856e-06,0.898451268764622,"",0.785714285714286,0.000820674224841762
"ENSG00000264701",0.000211388919221599,0.815424144050679,"",0.785714285714286,0.000820674224841762
"ENSG00000180448",0.00349043093860876,0.70257548054812,"ARHGAP45",0.785714285714286,0.000820674224841762
"ENSG00000171824",0.0149730677124729,0.613620629865928,"EXOSC10",0.785714285714286,0.000820674224841762
"ENSG00000248924",0.0236303296209932,0.579295223836368,"",0.785714285714286,0.000820674224841762
"ENSG00000155666",0.0333822245010356,0.550704109134932,"KDM8",0.785714285714286,0.000820674224841762
"ENSG00000151893",2.19746715914439e-05,0.872585152994451,"CACUL1",0.76739958066324,0.000839005206453694
"ENSG00000274979",0.0394214973285933,0.536046018815577,"",0.76721955810585,0.000842836951026474
"ENSG00000173218",7.55829712272545e-05,0.844207999117754,"VANGL1",0.765796843291225,0.000873621131274523
"ENSG00000212510",0.0103400921178853,0.638957152551467,"RNU6-972P",0.765531815824111,0.000879455117247971
"ENSG00000178233",0.000110534194571945,0.834176319096126,"TMEM151B",0.765437860012612,0.000881530909321756
"ENSG00000124143",0.00125014629992046,0.751037954521856,"ARHGAP40",0.765437860012612,0.000881530909321756
"ENSG00000278665",0.00467100853811199,0.686905129420846,"",0.765375280321942,0.000882915701948239
"ENSG00000147316",0.00146167151726136,0.74427532926577,"MCPH1",0.782142857142857,0.000901624104625896
"ENSG00000235066",0.00245375727137043,0.720330995968996,"",0.782142857142857,0.000901624104625896
"ENSG00000272746",0.00157918964361046,0.740853421049499,NA,0.764217101207358,0.000908864386194266
"ENSG00000123388",0.00197439462242853,0.730675248657734,"HOXC11",0.760859752533415,0.000987596489175318
"ENSG00000251675",4.60602660790289e-07,0.931252891330918,"",0.778571428571428,0.000987990763922566
"ENSG00000158813",2.93812733629925e-05,0.866445580514161,"EDA",0.778571428571428,0.000987990763922566
"ENSG00000259952",0.000230500022040658,0.81275213931042,"",0.778571428571428,0.000987990763922566
"ENSG00000261294",0.000269914023769539,0.807770038504984,"",0.778571428571428,0.000987990763922566
"ENSG00000114107",0.000429347055242319,0.792262929914459,"CEP70",0.778571428571428,0.000987990763922566
"ENSG00000125611",0.00100942182834521,-0.759967544281206,"CHCHD5",0.778571428571428,0.000987990763922566
"ENSG00000129460",0.00116725482474395,0.753942212663552,"NGDN",0.778571428571428,0.000987990763922566
"ENSG00000251224",0.00192234461731096,0.731916314615756,"CNOT10-AS1",0.778571428571428,0.000987990763922566
"ENSG00000198700",0.00240244445598373,0.721356448042585,"IPO9",0.778571428571428,0.000987990763922566
"ENSG00000175634",0.00252387742570997,0.718957105378469,"RPS6KB2",0.778571428571428,0.000987990763922566
"ENSG00000171757",0.0141182654164607,0.617785642654943,"LRRC34",0.778571428571428,0.000987990763922566
"ENSG00000279838",0.0287602820421861,0.563333451268396,"",0.778571428571428,0.000987990763922566
"ENSG00000178502",0.000497222002197663,0.787078028274136,"KLHL11",0.760452484945253,0.000997511235836762
"ENSG00000188176",3.77926356984131e-05,0.860871058153203,"SMTNL2",0.760125650988707,0.00100552600318155
"ENSG00000139687",0.000490010988651083,0.78760043316025,"RB1",0.757819784284902,0.00106356494936363
"ENSG00000162367",9.01067207381654e-06,0.889641410346697,"TAL1",0.775,0.00108003331024355
"ENSG00000102390",0.000335913391131647,-0.80062560856826,"PBDC1",0.775,0.00108003331024355
"ENSG00000170946",0.00322309628855989,0.706701292403233,"DNAJC24",0.775,0.00108003331024355
"ENSG00000065328",0.0178428693776897,0.600858606028817,"MCM10",0.775,0.00108003331024355
"ENSG00000101182",0.0446789504639587,0.524593497351154,"PSMA7",0.775,0.00108003331024355
"ENSG00000225756",0.00901546773785085,0.647823515813023,"DBH-AS1",0.75648868615144,0.00109828334411529
"ENSG00000244040",0.0139247785731344,-0.61875535814462,"IL12A-AS1",-0.75648868615144,0.00109828334411529
"ENSG00000184669",6.40889969894138e-05,0.848357803282143,"OR7E14P",0.771428571428571,0.00117801921400222
"ENSG00000219553",0.000210488157624595,0.815554899649966,"",0.771428571428571,0.00117801921400222
"ENSG00000149243",0.000223947779190315,0.813647061549875,"KLHL35",0.771428571428571,0.00117801921400222
"ENSG00000136444",0.00097122549644973,0.761539526944011,"RSAD1",0.771428571428571,0.00117801921400222
"ENSG00000130695",0.00171005910181092,0.737276176617198,"CEP85",0.771428571428571,0.00117801921400222
"ENSG00000139921",0.0018504049312494,0.733676851447111,"TMX1",0.771428571428571,0.00117801921400222
"ENSG00000163605",0.00241394503081566,0.721125102334008,"PPP4R2",0.771428571428571,0.00117801921400222
"ENSG00000148950",0.00389179396170987,0.696830497298473,"IMMP1L",0.771428571428571,0.00117801921400222
"ENSG00000174744",0.00476454520915459,0.685804153467186,"BRMS1",0.771428571428571,0.00117801921400222
"ENSG00000008838",0.0168360081374581,0.605143099042981,"MED24",0.771428571428571,0.00117801921400222
"ENSG00000233932",0.000108620471808373,0.834652142386812,"CTXN2",0.75344447136373,0.00118113634209482
"ENSG00000261226",0.0167896471637853,0.605345075579553,"",0.753183718813487,0.00118846153946988
"ENSG00000271656",0.00982494843989368,0.642293550033327,"",0.751692767563133,0.00123105442195472
"ENSG00000244671",2.33653998398781e-05,0.871313354916902,"RN7SL280P",0.767857142857143,0.00128222443031161
"ENSG00000106031",0.00109378710940499,0.756659135835647,"HOXA13",0.767857142857143,0.00128222443031161
"ENSG00000130940",0.0269236038795762,0.568779908809096,"CASZ1",0.767857142857143,0.00128222443031161
"ENSG00000134086",0.0369870634748071,0.541737767466946,"VHL",0.767857142857143,0.00128222443031161
"ENSG00000224830",0.00124140271582894,0.751336832171311,"OR2X1P",0.747109275077992,0.00136977559299496
"ENSG00000279504",0.00434408657087432,0.69089597327042,"",0.764285714285714,0.00139293351726537
"ENSG00000186716",0.00733850703182547,0.660648340718324,"BCR",0.764285714285714,0.00139293351726537
"ENSG00000109332",0.0077028018535862,0.657680251584281,"UBE2D3",0.764285714285714,0.00139293351726537
"ENSG00000159202",0.00883626114021522,-0.64909995369062,"UBE2Z",-0.764285714285714,0.00139293351726537
"ENSG00000182866",0.0210192382822343,0.588456788765459,"LCK",0.764285714285714,0.00139293351726537
"ENSG00000143458",0.000211257822492117,0.815443145762129,"GABPB2",0.745698448751631,0.0014149228262567
"ENSG00000133863",0.000652931473295914,0.777071419009898,"TEX15",0.745698448751631,0.0014149228262567
"ENSG00000229785",0.0496426853737174,0.514663542195085,"SLC25A38P1",0.745698448751631,0.0014149228262567
"ENSG00000149328",5.27323573938295e-05,0.85311287147843,"GLB1L2",0.74557779163964,0.0014188389411932
"ENSG00000271484",2.4782493240983e-05,0.870080453320018,"ABI1P1",0.760714285714286,0.00151043975049059
"ENSG00000179213",5.02636470303783e-05,0.854257316245531,"SIGLECL1",0.760714285714286,0.00151043975049059
"ENSG00000255964",9.494357521507e-05,0.83826981494664,"HSPD1P12",0.760714285714286,0.00151043975049059
"ENSG00000188290",0.000181658508061845,0.820004358016607,"HES4",0.760714285714286,0.00151043975049059
"ENSG00000255418",0.000195973661320747,0.817727839945712,"LINC02718",0.760714285714286,0.00151043975049059
"ENSG00000184162",0.00474356868918394,0.686049558102076,"NR2C2AP",0.760714285714286,0.00151043975049059
"ENSG00000109390",0.00484727507677783,0.684844564181177,"NDUFC1",0.760714285714286,0.00151043975049059
"ENSG00000231007",0.0125100699520268,0.626182198166801,"CDC20P1",0.760714285714286,0.00151043975049059
"ENSG00000070010",0.0155322429765479,0.61099443863421,"UFD1",0.760714285714286,0.00151043975049059
"ENSG00000228343",0.0243204140721456,0.57700361036213,"",0.760714285714286,0.00151043975049059
"ENSG00000106537",0.0249296292937835,0.575021269063654,"TSPAN13",0.760714285714286,0.00151043975049059
"ENSG00000073536",0.0265748825235331,0.569845562090159,"NLE1",0.760714285714286,0.00151043975049059
"ENSG00000176244",0.0468513611561208,0.520152240778511,"ACBD7",0.760714285714286,0.00151043975049059
"ENSG00000156413",0.00889292610256047,0.648694172274755,"FUT6",0.741940826802374,0.00154104914213194
"ENSG00000204920",0.0287665756407807,-0.56331524644112,"ZNF155",-0.741940826802374,0.00154104914213194
"ENSG00000215795",0.00301496494658979,0.710106829700108,"",0.741940249628297,0.0015410691876387
"ENSG00000188822",0.020698136217316,0.58964249148577,"CNR2",0.741940249628297,0.0015410691876387
"ENSG00000102245",0.00134756284816435,0.747817224557635,"CD40LG",0.741824690576298,0.00154508683716019
"ENSG00000205930",0.00189187711603025,0.732655352232774,"C21orf62-AS1",0.741824690576298,0.00154508683716019
"ENSG00000271182",0.000363714160517846,0.797957160115859,"",0.741733986976968,0.00154824624241736
"ENSG00000169855",0.0368231804945625,-0.542130865310389,"ROBO1",-0.741733986976968,0.00154824624241736
"ENSG00000164076",0.0140513703625109,0.618119737242026,"CAMKV",0.741629403634727,0.00155189556703005
"ENSG00000279667",0.00151772179697817,0.742616632334166,"",0.741399669131134,0.00155993623848276
"ENSG00000103089",0.00446558320775957,0.689385856238573,"FA2H",0.74135712690335,0.00156142888531132
"ENSG00000240739",0.000835465112356852,0.767566494415731,"",0.757142857142857,0.00163504523376189
"ENSG00000108622",0.00159735604859245,0.74034290883066,"ICAM2",0.757142857142857,0.00163504523376189
"ENSG00000276043",0.00446752775566483,0.689361953366229,"UHRF1",0.757142857142857,0.00163504523376189
"ENSG00000135387",0.00605793405215231,0.672100008194447,"CAPRIN1",0.757142857142857,0.00163504523376189
"ENSG00000168002",0.0155359318324347,0.610977357778316,"POLR2G",0.757142857142857,0.00163504523376189
"ENSG00000126106",0.0310530459718182,0.556891503304717,"TMEM53",0.757142857142857,0.00163504523376189
"ENSG00000182557",0.015120385667744,0.612921496835876,"SPNS3",0.738355997214634,0.00166966863495044
"ENSG00000131080",0.0490910628168385,-0.515729851022915,"EDA2R",-0.738355997214634,0.00166966863495044
"ENSG00000242692",0.0141040966423682,0.617856303520905,"RPS27AP1",0.73794229010771,0.00168505151020342
"ENSG00000276063",0.0141040966423682,0.617856303520905,"",0.73794229010771,0.00168505151020342
"ENSG00000164100",6.35002734616713e-06,0.895666853466239,"NDST3",0.737797048401045,0.00169047900190535
"ENSG00000226266",1.35600186929814e-05,0.882140324488402,"",0.753571428571428,0.00176706100546672
"ENSG00000225489",0.000195331783384187,0.81782694550085,"",0.753571428571428,0.00176706100546672
"ENSG00000273291",0.000565608721251919,0.782407987086707,"",0.753571428571428,0.00176706100546672
"ENSG00000129197",0.000677206800899092,0.775691534112648,"RPAIN",0.753571428571428,0.00176706100546672
"ENSG00000203799",0.000727094260979963,0.772977446554431,"CCDC162P",0.753571428571428,0.00176706100546672
"ENSG00000179008",0.000766406405609549,0.770943311074391,"C14orf39",0.753571428571428,0.00176706100546672
"ENSG00000186812",0.00196824244738569,0.730820559999621,"ZNF397",0.753571428571428,0.00176706100546672
"ENSG00000270135",0.00245534504752654,0.720299540312106,"",0.753571428571428,0.00176706100546672
"ENSG00000171130",0.00330730441255603,0.705373177142044,"ATP6V0E2",0.753571428571428,0.00176706100546672
"ENSG00000162402",0.00440838298234815,0.69009269854812,"USP24",0.753571428571428,0.00176706100546672
"ENSG00000125457",0.00492618652106174,0.683941280849229,"MIF4GD",0.753571428571428,0.00176706100546672
"ENSG00000053770",0.00787712848812503,0.656298778622057,"AP5M1",0.753571428571428,0.00176706100546672
"ENSG00000101146",0.00974807368159098,0.642803080240607,"RAE1",0.753571428571428,0.00176706100546672
"ENSG00000140022",2.05620084716912e-05,0.873947292998878,"STON2",0.733363094634185,0.00186306470635545
"ENSG00000175354",0.000129453168214993,0.829804362634622,"PTPN2",0.75,0.00190680714071311
"ENSG00000262117",0.000357316905624657,0.798556043366299,"BCAR4",0.75,0.00190680714071311
"ENSG00000278131",0.000562473675877806,0.782611729811188,"",0.75,0.00190680714071311
"ENSG00000183715",0.000664209548451677,0.776425243106215,"OPCML",0.75,0.00190680714071311
"ENSG00000108256",0.00216844798152588,0.726268158329055,"NUFIP2",0.75,0.00190680714071311
"ENSG00000260966",0.00234687793134501,0.722486887969707,"",0.75,0.00190680714071311
"ENSG00000170185",0.00266904027596615,0.716207262045038,"USP38",0.75,0.00190680714071311
"ENSG00000100462",0.00377285288575712,0.69848179734384,"PRMT5",0.75,0.00190680714071311
"ENSG00000237943",0.00499636023010427,0.683147593499155,"PRKCQ-AS1",0.75,0.00190680714071311
"ENSG00000100811",0.00791367813251866,0.656012184535017,"YY1",0.75,0.00190680714071311
"ENSG00000133112",0.0289779401494929,-0.562705593924699,"TPT1",-0.75,0.00190680714071311
"ENSG00000111684",0.0368547951137115,0.542054931304601,"LPCAT3",0.75,0.00190680714071311
"ENSG00000153310",0.0470103210508035,0.51983328665253,"CYRIB",0.75,0.00190680714071311
"ENSG00000162006",0.0024194429187663,0.721014818521933,"MSLNL",0.732140295137965,0.00191306948632881
"ENSG00000227834",0.0026332451978856,0.716874002346068,"",0.732140295137965,0.00191306948632881
"ENSG00000177144",0.00554060814838773,0.677274170049112,"NUDT4B",0.731029932290574,0.00195940515078164
"ENSG00000259405",0.000687153451925968,0.775137725195434,"ISCA1P4",0.731010122105012,0.00196023994196393
"ENSG00000275560",0.000743081850483656,0.772139676950271,NA,0.730203416050298,0.00199447759016556
"ENSG00000100084",7.68664698487434e-07,0.925454439639018,"HIRA",-0.746428571428571,0.00205461284887179
"ENSG00000077935",3.10008704242971e-05,0.865277610677218,"SMC1B",0.746428571428571,0.00205461284887179
"ENSG00000230391",0.000474185326606455,0.788769264988186,"RPSAP23",0.746428571428571,0.00205461284887179
"ENSG00000138780",0.00125731396900928,0.750794202112015,"GSTCD",0.746428571428571,0.00205461284887179
"ENSG00000196323",0.00176392048538013,0.735867700223975,"ZBTB44",0.746428571428571,0.00205461284887179
"ENSG00000185900",0.00227162887959446,0.72405244466067,"POMK",0.746428571428571,0.00205461284887179
"ENSG00000132153",0.00284133367721033,0.71309461048578,"DHX30",0.746428571428571,0.00205461284887179
"ENSG00000101363",0.00897330599353773,-0.648122023628908,"MANBAL",-0.746428571428571,0.00205461284887179
"ENSG00000131148",0.0109138258296034,0.635390533799595,"EMC8",0.746428571428571,0.00205461284887179
"ENSG00000100902",0.0110103671346324,0.634804823744854,"PSMA6",0.746428571428571,0.00205461284887179
"ENSG00000124641",0.0342503878281917,0.548480789473662,"MED20",0.746428571428571,0.00205461284887179
"ENSG00000005801",0.039466588441888,0.535943098118001,"ZNF195",0.746428571428571,0.00205461284887179
"ENSG00000198134",0.0120393183060372,0.628797994237179,"PTMAP9",0.728266536962631,0.00207864451799698
"ENSG00000214262",0.00116054558043068,0.754184498685555,"ANKRD36BP1",0.726645446859868,0.00215125935239115
"ENSG00000127980",9.68728316815564e-06,0.888349955276771,"PEX1",0.72615559493262,0.0021735974596305
"ENSG00000166206",5.2450613449496e-05,0.853241215721292,"GABRB3",0.72615559493262,0.0021735974596305
"ENSG00000187904",0.00379327265765046,0.698195385900261,"",0.72615559493262,0.0021735974596305
"ENSG00000080644",1.06822872584724e-05,0.886580848766617,"CHRNA3",0.742857142857143,0.00221081656634696
"ENSG00000258744",0.000214336203503252,0.814999481660346,"",0.742857142857143,0.00221081656634696
"ENSG00000175175",0.00182542298510701,0.734301094512686,"PPM1E",0.742857142857143,0.00221081656634696
"ENSG00000141568",0.00447050541567865,0.689325367212421,"FOXK2",0.742857142857143,0.00221081656634696
"ENSG00000185104",0.00455736698656651,0.688266520213155,"FAF1",0.742857142857143,0.00221081656634696
"ENSG00000161179",0.00499235620342579,0.683192642072592,"YDJC",0.742857142857143,0.00221081656634696
"ENSG00000171202",0.00533992105646576,0.679384512282324,"TMEM126A",0.742857142857143,0.00221081656634696
"ENSG00000172922",0.00626673104627541,0.670110196205327,"RNASEH2C",0.742857142857143,0.00221081656634696
"ENSG00000135632",0.00927077092755961,0.646038915924302,"SMYD5",0.742857142857143,0.00221081656634696
"ENSG00000189308",0.00941153784070981,0.645071319040247,"LIN54",0.742857142857143,0.00221081656634696
"ENSG00000044574",0.00975959555466561,-0.642726513180344,"HSPA5",-0.742857142857143,0.00221081656634696
"ENSG00000203791",0.0147596415706165,0.614642978785941,"EEF1AKMT2",0.742857142857143,0.00221081656634696
"ENSG00000117505",0.0175026551018441,0.602285038691031,"DR1",0.742857142857143,0.00221081656634696
"ENSG00000001561",0.0176367715354752,0.601720199802297,"ENPP4",0.742857142857143,0.00221081656634696
"ENSG00000121578",0.0488327882743614,-0.516232140878118,"B4GALT4",-0.742857142857143,0.00221081656634696
"ENSG00000284614",0.000337395727156215,0.80047885576394,"",0.723756002616041,0.0022857269332426
