"id","p_value","corr"
"ENSG00000005436",0.0408396190345856,0.532850242092808
"ENSG00000005448",0.697067371146254,0.109727120424767
"ENSG00000005469",0.334825440268799,-0.267653434504381
"ENSG00000005471",0.346638349312554,-0.261414942922702
"ENSG00000005483",0.534177728007686,0.174399273779125
"ENSG00000005486",0.426104742906271,0.222181033305194
"ENSG00000005513",0.167807894336325,0.375510197778332
"ENSG00000005700",0.275585396562879,-0.301032551082397
"ENSG00000005801",0.039466588441888,0.535943098118001
"ENSG00000005810",0.971408256793781,-0.0101333790921895
"ENSG00000005812",0.923323399607621,-0.027207205573012
"ENSG00000005844",0.928856094193509,0.0252392627216636
"ENSG00000005882",0.680291453525585,0.116106473574855
"ENSG00000005884",0.364261754058597,-0.25232471946756
"ENSG00000005889",0.413682242299481,-0.228040556687239
"ENSG00000005893",0.922191882896779,0.027609818739555
"ENSG00000005961",0.0452715098068121,0.523366515308916
"ENSG00000005981",0.680706365980778,0.115948070659644
"ENSG00000006007",0.462562739820967,-0.205468457920479
"ENSG00000006015",0.325210412783377,0.272823785749049
"ENSG00000006016",0.977500428648913,0.00797364259310502
"ENSG00000006025",0.765059177124614,0.0843405723835751
"ENSG00000006042",0.566605537351601,-0.160956246097048
"ENSG00000006047",0.00443365584526486,0.689779501336707
"ENSG00000006059",0.47042499284097,-0.201951088064541
"ENSG00000006062",0.0402942692177147,-0.534069281663812
"ENSG00000006071",0.986996765659414,0.00460786975483259
"ENSG00000006116",0.669423209031661,0.120267439671635
"ENSG00000006118",0.24391707505556,-0.320656384706301
"ENSG00000006125",0.785035732086849,0.0770028983260006
"ENSG00000006128",NA,NA
"ENSG00000006194",0.211065789931328,0.342757068249524
"ENSG00000006210",0.465478075209321,-0.204160832724585
"ENSG00000006282",0.0777237174806834,-0.46911226814505
"ENSG00000006283",0.990227204056081,-0.00346306210267395
"ENSG00000006327",0.17342058311502,-0.370971409681743
"ENSG00000006377",0.463825281384894,-0.204901672143406
"ENSG00000006432",0.106059749178435,0.433956532520444
"ENSG00000006451",0.322741102280448,-0.274165654779599
"ENSG00000006453",0.0930275685831111,-0.44917774655824
"ENSG00000006459",0.077350208135351,0.469632460228392
"ENSG00000006468",0.0457054759969323,-0.52247543882657
"ENSG00000006530",0.935650681473993,0.022823935329796
"ENSG00000006534",0.178475543365909,-0.366965480489127
"ENSG00000006555",0.305520361680957,-0.283692608944698
"ENSG00000006576",0.826128813400483,-0.0620468357139862
"ENSG00000006606",0.454553936800506,-0.209081666255131
"ENSG00000006607",0.647758670724596,0.128632661414812
"ENSG00000006611",0.484879055649558,-0.195558155893666
"ENSG00000006625",0.566732603488384,0.160904229892251
"ENSG00000006634",0.13885401851064,0.400686372846523
"ENSG00000006638",0.351271734682044,-0.259000620778793
"ENSG00000006652",0.801933485553071,0.0708319089722763
"ENSG00000006659",0.813597502767931,0.0665897464724473
"ENSG00000006695",0.649500089140942,0.127956613025724
"ENSG00000006704",0.663682147140077,-0.12247480061863
"ENSG00000006712",0.774663810959332,-0.0808066467545848
"ENSG00000006715",0.367581345065502,-0.250639837953271
"ENSG00000006740",0.215539306094929,0.339625906137755
"ENSG00000006744",0.468341802980184,0.202880244926778
"ENSG00000006747",0.439199668144367,-0.216098399498417
"ENSG00000006756",0.194546842707187,-0.354700538827766
"ENSG00000006757",0.0679840186279159,-0.483309908381831
"ENSG00000006788",0.462535013157861,-0.205480913599867
"ENSG00000006831",0.177167378559225,0.367994967488684
"ENSG00000006837",0.617420135905675,0.140520609816613
"ENSG00000007001",0.515245672346027,0.182414255254918
"ENSG00000007038",0.218112790828535,0.337843253359561
"ENSG00000007047",0.877164493621712,0.043679093525069
"ENSG00000007062",0.885310022288631,-0.0407642532373578
"ENSG00000007080",0.884068857027688,-0.0412081454147518
"ENSG00000007129",0.534870106406092,0.174108584868597
"ENSG00000007168",0.745188908157487,0.0916894589826507
"ENSG00000007171",0.527737091617706,-0.17711139873289
"ENSG00000007174",0.046512352539402,0.520835142371802
"ENSG00000007202",0.624019833213065,0.137916212464699
"ENSG00000007216",0.29970957091206,0.286977447228823
"ENSG00000007237",0.00607906011102356,0.671896241279824
"ENSG00000007255",0.116735759001132,0.42243231688422
"ENSG00000007264",0.342259693794202,0.263713184028675
"ENSG00000007306",NA,NA
"ENSG00000007312",0.973577681221901,-0.00936424233372914
"ENSG00000007314",0.737277546047831,0.09463053032599
"ENSG00000007341",0.0458892083435625,0.522100059622336
"ENSG00000007350",0.000490900546111982,0.78753565143742
"ENSG00000007372",0.00311498362272603,0.708447623051605
"ENSG00000007376",0.537330035281445,0.173077151308214
"ENSG00000007384",0.17588959018438,-0.369005362539321
"ENSG00000007392",0.162808679363548,0.37963798492272
"ENSG00000007402",0.000884220653213341,0.765316381476312
"ENSG00000007516",0.377374810414937,0.245716979293301
"ENSG00000007520",0.597634846670057,0.148393920766088
"ENSG00000007541",0.335196149363485,0.267455790093636
"ENSG00000007545",0.0227532560493264,0.582282473561401
"ENSG00000007866",0.324995083086426,-0.272940567330897
"ENSG00000007908",0.46960810195614,0.202315203837681
"ENSG00000007923",0.72267477840604,0.100083345074889
"ENSG00000007933",0.799338864110241,-0.0717774527671117
"ENSG00000007944",0.119540101687055,-0.419526878527112
"ENSG00000007952",0.219336012522489,0.337000584794856
"ENSG00000007968",0.183532499883846,0.363031504965021
"ENSG00000008018",0.87396212394416,-0.0448261527187014
"ENSG00000008056",0.123726682889259,0.415275358722811
"ENSG00000008083",0.0429922388848108,0.528153345274304
"ENSG00000008086",0.272548425766121,-0.302853159898898
"ENSG00000008118",0.211556209420248,-0.342411764865079
"ENSG00000008128",0.877489518136387,-0.0435627084272673
"ENSG00000008130",0.302219936646424,0.285553811213185
"ENSG00000008196",NA,NA
"ENSG00000008197",0.00242348865524195,0.720933791989494
"ENSG00000008226",0.300499895453739,0.286528501285708
"ENSG00000008256",0.18655558671077,-0.360713360819535
"ENSG00000008277",0.157875937792283,0.383794034896674
"ENSG00000008282",0.168053314847466,0.37530966148568
"ENSG00000008283",0.201707846392953,-0.34944628950453
"ENSG00000008294",0.574623061860256,0.157683693712603
"ENSG00000008300",0.39032504238449,0.239312311891645
"ENSG00000008311",0.799489544743145,0.0717225217226599
"ENSG00000008323",0.676647753124198,-0.117498946871083
"ENSG00000008324",0.959931928096152,0.0142033553823772
"ENSG00000008382",0.000153665258249774,0.824919010319954
"ENSG00000008394",0.39512695568359,-0.236966469039538
"ENSG00000008405",0.224751262655033,0.333305199884426
"ENSG00000008438",0.0160933313120254,0.608431576642711
"ENSG00000008441",0.294732193801314,-0.289820958573797
"ENSG00000008513",0.609693636812627,-0.143583338642467
"ENSG00000008516",0.389705782872356,0.239615952212276
"ENSG00000008517",0.786550825891443,0.0764483053032266
"ENSG00000008710",0.541174193461713,-0.171469483039089
"ENSG00000008735",0.122648480336296,0.416360724948371
"ENSG00000008838",0.0168360081374581,0.605143099042981
"ENSG00000008853",0.811327108283649,-0.0674144173833844
"ENSG00000008869",0.0626905046916816,-0.491651611804961
"ENSG00000008952",0.5631249300537,-0.162383000245053
"ENSG00000008988",0.316880239311145,-0.277374325116382
"ENSG00000009307",0.0202068688991117,0.591484061440214
"ENSG00000009335",0.271425531904224,0.303529400177595
"ENSG00000009413",0.496243276753055,-0.190595415431615
"ENSG00000009694",0.634036999276002,-0.133983070296854
"ENSG00000009709",0.331670502726428,-0.2693405401329
"ENSG00000009724",0.910215781129021,0.0318742866989662
"ENSG00000009765",0.80572491065035,-0.0694514757090008
"ENSG00000009780",0.0178899476430018,0.600662868488368
"ENSG00000009790",0.00533670737028163,0.679418812605884
"ENSG00000009830",0.68870622361048,0.112900201893171
"ENSG00000009844",0.371811332992342,0.248504900514913
"ENSG00000009950",0.0607756058683252,0.49479497897736
"ENSG00000009954",0.182875591655548,0.363538509727168
"ENSG00000010017",0.0015700233950915,0.741112808366002
"ENSG00000010030",0.274903975242497,-0.301439998715822
"ENSG00000010072",0.000371734735771782,0.797218346071052
"ENSG00000010165",0.059326168886955,0.497222505504839
"ENSG00000010219",0.00390439309169977,0.696657940409453
"ENSG00000010244",0.0617661222122282,0.493160173525015
"ENSG00000010256",0.420378234179589,0.224871031561611
"ENSG00000010270",0.632806118289648,0.13446510021476
"ENSG00000010278",0.297893474480448,-0.288011722536919
"ENSG00000010282",0.667797102928654,0.120891986564609
"ENSG00000010292",0.438414577891098,0.216460460008804
"ENSG00000010295",0.222646148385429,0.334735009789118
"ENSG00000010310",0.471331467189749,0.201547400973318
"ENSG00000010318",0.000189725712479246,0.818704071256806
"ENSG00000010319",0.0258353244731073,0.572141117971841
"ENSG00000010322",0.769618209852431,0.0826616988669926
"ENSG00000010327",0.651743720518981,0.127086559485664
"ENSG00000010361",0.0142057726619638,0.617350447943103
"ENSG00000010379",0.291624543251102,0.29161067491949
"ENSG00000010404",0.15989985530384,-0.382078508879436
"ENSG00000010438",0.308967928052607,-0.281760901312126
"ENSG00000010539",0.349704913470702,0.259815045819317
"ENSG00000010610",0.275473486596505,-0.301099424793134
"ENSG00000010626",0.00201586560482321,0.729705099118769
"ENSG00000010671",0.66443546394351,-0.122184782984496
"ENSG00000010704",0.0615319425320336,-0.493544947702472
"ENSG00000010803",0.0908200600871071,0.45190214036587
"ENSG00000010810",0.187738560180558,0.359812882766213
"ENSG00000010818",0.747142619278982,-0.0909645249939452
"ENSG00000010932",0.881709025954336,-0.0420523665325607
"ENSG00000011007",0.790613789505231,0.074962354189367
"ENSG00000011009",0.70054462220467,-0.108411126689354
"ENSG00000011021",0.774744285695926,0.0807770847507038
"ENSG00000011028",0.17955786181815,-0.36611745019935
"ENSG00000011052",NA,NA
"ENSG00000011083",0.446228563087268,-0.212871291438161
"ENSG00000011105",0.219414165174046,-0.336946846889196
"ENSG00000011114",0.48937087280999,0.193590080482966
"ENSG00000011132",0.182927559703594,0.363498357405346
"ENSG00000011143",0.010622781797822,0.637181050032725
"ENSG00000011198",0.80298791407764,-0.0704478498311133
"ENSG00000011201",0.416566030142025,-0.226672289329917
"ENSG00000011243",0.207902864966799,0.344996427535427
"ENSG00000011258",0.011000819128529,0.634862572293374
"ENSG00000011260",0.0187349182273064,0.597215196453925
"ENSG00000011275",0.0994666272115527,0.441482418338251
"ENSG00000011295",0.684735441053908,-0.114411551046277
"ENSG00000011304",0.131055707594202,0.408063970481621
"ENSG00000011332",0.0530928176000739,0.508184780856239
"ENSG00000011347",0.0129238133882109,0.62394552422955
"ENSG00000011376",0.258278555622784,0.311575880049139
"ENSG00000011405",0.918804855910898,0.0288152787794211
"ENSG00000011422",0.292506998778045,-0.291101323886584
"ENSG00000011426",0.859283008845619,0.0500926684008377
"ENSG00000011451",0.977130235188373,0.00810486712340771
"ENSG00000011454",0.945132313132998,-0.0194558356943334
"ENSG00000011465",0.286000723091216,-0.294878355528636
"ENSG00000011478",0.59737586868731,-0.148497654340172
"ENSG00000011485",0.220490201568205,0.336208186196711
"ENSG00000011523",0.0761576509473584,0.471305475711697
"ENSG00000011566",0.210045923015112,-0.343476790570909
"ENSG00000011590",0.279804767069681,-0.298522964397045
"ENSG00000011600",0.204069600112005,0.347739684364574
"ENSG00000011638",0.329325076394179,-0.27060067407515
"ENSG00000011677",0.445556224159764,-0.213178866747652
"ENSG00000012048",0.234215361191805,0.326978663981761
"ENSG00000012061",0.653570040910116,0.126379127793799
"ENSG00000012124",0.665197124117093,-0.121891669882476
"ENSG00000012171",0.216737096434349,-0.338794532439787
"ENSG00000012174",0.393185424621804,-0.237913111843694
"ENSG00000012211",0.88612786398311,0.040471807549492
"ENSG00000012223",0.321818627345087,-0.274668453268516
"ENSG00000012232",0.883247437830559,0.0415019681365549
"ENSG00000012504",0.545228038030708,-0.169779544265286
"ENSG00000012660",0.000409862275911669,0.79387461856903
"ENSG00000012779",0.598198476892676,-0.14816822084701
"ENSG00000012817",0.809004896817012,-0.0682584341512668
"ENSG00000012822",0.260459791665295,-0.310223964760894
"ENSG00000012963",0.00613291028923545,0.671379356137345
"ENSG00000012983",0.880661772173867,-0.0424271232591295
"ENSG00000013016",0.179954779601054,-0.365807289536066
"ENSG00000013275",0.915962469637973,0.0298272535072537
"ENSG00000013288",0.66465935355158,-0.122098610389958
"ENSG00000013293",0.279881060633425,-0.298477795713233
"ENSG00000013297",0.285454488891477,-0.295197763444773
"ENSG00000013306",0.913997084958711,0.0305271854046871
"ENSG00000013364",0.0850699547178589,-0.459225479219744
"ENSG00000013374",0.544101643433031,0.170248554688574
"ENSG00000013375",0.273238929667443,-0.302438149379957
"ENSG00000013392",0.80367114395599,-0.0701990553633927
"ENSG00000013441",0.364963504389956,-0.251967841246579
"ENSG00000013503",0.990977121071078,0.00319731311909842
"ENSG00000013523",0.000301908604163845,0.80414695596997
"ENSG00000013561",0.605185599529945,0.145377283493256
"ENSG00000013563",0.0841594000213272,-0.460417086235616
"ENSG00000013573",0.0515855242575738,0.510975992382175
"ENSG00000013583",0.252197859942255,-0.315381817963821
"ENSG00000013588",0.248379606170352,-0.31780046926716
"ENSG00000013619",0.368998631811322,-0.249923024080882
"ENSG00000013725",0.848695361053567,-0.0539007036502094
"ENSG00000013810",0.0325569919747196,0.552858085306757
"ENSG00000014123",0.964584296294161,0.0125531649371162
"ENSG00000014138",0.248859322193595,0.31749534787823
"ENSG00000014164",0.834980044789241,0.0588466063237209
"ENSG00000014216",0.775107577327021,-0.0806436410569173
"ENSG00000014257",0.321994126493568,-0.274572733183855
"ENSG00000014641",0.816926685613005,0.0653813962815684
"ENSG00000014824",0.146730052601391,0.393514511445596
"ENSG00000014914",0.290125806648146,-0.292477832430633
"ENSG00000014919",0.71331029753669,0.103597498523268
"ENSG00000015133",0.0568895299537491,0.50140263833879
"ENSG00000015153",0.816782702814649,0.0654336338903687
"ENSG00000015171",0.825813689129174,0.0621608985624993
"ENSG00000015285",0.151853488136535,0.388987108889647
"ENSG00000015413",0.684409161426554,0.114535867834
"ENSG00000015475",0.00471350991022432,0.686402719902134
"ENSG00000015479",0.601159877859703,0.146983747917867
"ENSG00000015520",0.488899073449801,-0.193796393940189
"ENSG00000015532",0.617327487298958,-0.140557246910165
"ENSG00000015568",0.127872474907751,-0.411161360379506
"ENSG00000015592",0.405683967080562,-0.23186172345638
"ENSG00000015676",0.18863871490484,-0.359130148109604
"ENSG00000016082",0.463825281384894,-0.204901672143406
"ENSG00000016391",0.41420750123155,-0.227790969422893
"ENSG00000016402",0.454553936800506,-0.209081666255131
"ENSG00000016490",0.825956864000216,0.0621090736678502
"ENSG00000016602",0.665276241484032,0.121861229499127
"ENSG00000016864",0.9333401247488,0.0236451155826638
"ENSG00000017260",0.282649998306698,-0.296843425869608
"ENSG00000017427",0.496297599094148,-0.190571822333663
"ENSG00000017483",0.747702690073871,-0.0907568059485028
"ENSG00000017797",0.104176287110735,0.436072322862317
"ENSG00000018189",0.372606126480296,0.248105238145838
"ENSG00000018236",0.379118804412896,-0.244847640543997
"ENSG00000018280",0.995470734869264,-0.00160495069449396
"ENSG00000018408",0.278846542555899,-0.299090897284729
"ENSG00000018510",0.29586912163481,0.289168973942191
"ENSG00000018607",NA,NA
"ENSG00000018610",0.141803082695381,0.397969609241246
"ENSG00000018625",0.403500159090427,-0.232911880787718
"ENSG00000018699",0.529056720506236,-0.176554510070234
"ENSG00000018869",0.115647325481387,-0.423572950230077
"ENSG00000019102",0.824441877361273,0.0626575458846567
"ENSG00000019144",0.230904323907612,-0.32917353549959
"ENSG00000019169",0.484879055649558,-0.195558155893666
"ENSG00000019186",0.463825281384894,-0.204901672143406
"ENSG00000019485",0.675844071957056,0.117806422231929
"ENSG00000019505",0.0045177005164581,0.688748052329561
"ENSG00000019549",0.224083250056288,-0.33375800439557
"ENSG00000019582",0.167343571416056,-0.375890132035463
"ENSG00000019991",0.332143746361818,-0.269086893913207
"ENSG00000019995",0.832565009124568,-0.0597191056159921
"ENSG00000020129",0.457883001558312,-0.207575962317439
"ENSG00000020181",0.506633009666731,-0.186104687785585
"ENSG00000020219",0.727589730416915,0.0982444519421105
"ENSG00000020256",0.4824518708598,-0.196625229664584
"ENSG00000020426",0.121373522142711,0.417652635264359
"ENSG00000020577",0.141783897338965,-0.397987159470538
"ENSG00000020633",0.257666762046602,-0.31195631311476
"ENSG00000020922",0.140608713045622,0.399065255474974
"ENSG00000021300",0.0215707128739693,0.586452313124225
"ENSG00000021355",0.247218838991739,-0.318540272516111
"ENSG00000021461",0.0291481916225865,0.562216963059533
"ENSG00000021488",0.667296733924708,0.121084271676777
"ENSG00000021574",0.66375721394157,0.122445895673712
"ENSG00000021645",0.688393461382518,-0.11301913995024
"ENSG00000021762",0.248755557212762,0.317561316508453
"ENSG00000021776",0.0419700447675533,0.53036139726745
"ENSG00000021826",0.427881671975822,-0.221350109320237
"ENSG00000021852",NA,NA
"ENSG00000022267",0.372660076510743,-0.248078126179578
"ENSG00000022277",0.852645038023984,0.052479156541018
"ENSG00000022355",0.969706245104775,0.0107368476203145
"ENSG00000022556",NA,NA
"ENSG00000022567",0.0110784547415554,0.634394140626855
"ENSG00000022840",0.565101158586892,0.161572457987428
"ENSG00000022976",0.00830654805590574,0.652995349560137
"ENSG00000023041",0.194156014989127,0.354990856426094
"ENSG00000023171",0.234695697605368,-0.326661860321383
"ENSG00000023191",0.876544897069106,0.0439009773472858
"ENSG00000023228",0.541682238803419,-0.171257389362165
"ENSG00000023287",0.804432209818744,-0.0699219738774822
"ENSG00000023318",0.812047164992269,-0.0671528180397509
"ENSG00000023330",0.437464065567786,0.216899247058638
"ENSG00000023445",0.322748907380271,-0.274161404097723
"ENSG00000023516",0.109677965478461,-0.429964267539929
"ENSG00000023572",0.972400040455845,-0.00978174925030351
"ENSG00000023608",0.0787016626482356,0.467758681771334
"ENSG00000023697",0.661778752349839,-0.123208097629065
"ENSG00000023734",0.865592062316897,0.0478273476572062
"ENSG00000023839",0.0393636329841127,0.536178223014619
"ENSG00000023892",6.22080213713311e-05,0.84909452978451
"ENSG00000023902",0.583482546298659,0.154089477048577
"ENSG00000023909",0.361186685684426,0.25389303449648
"ENSG00000024048",0.0331270934759735,0.551365726714154
"ENSG00000024422",0.291126762260535,-0.291898394438358
"ENSG00000024526",0.730323670132284,-0.0972231679088643
"ENSG00000024862",0.767155959064522,0.0835681040704162
"ENSG00000025039",0.0618067739996741,0.4930934876998
"ENSG00000025156",0.0721443712582438,0.477077379149379
"ENSG00000025293",0.274807873883138,0.301497510087261
"ENSG00000025423",0.0503640368121543,0.513282218828738
"ENSG00000025434",0.611879268144673,0.142715449231455
"ENSG00000025708",0.609746614333891,-0.143562287529381
"ENSG00000025770",0.446634561969792,0.212685671200216
"ENSG00000025772",0.509007621335341,-0.185084331495795
"ENSG00000025796",0.474682258196506,-0.200058421920277
"ENSG00000025800",0.885813500564249,-0.0405842138064551
"ENSG00000026025",0.149447250031625,-0.391100454724979
"ENSG00000026036",0.523667127492401,0.178832888147189
"ENSG00000026103",0.0366540653935533,-0.542537886094818
"ENSG00000026297",0.785164668304818,0.0769556916475935
"ENSG00000026508",0.103644122201645,-0.436674958848334
"ENSG00000026559",0.470206481486573,-0.202048455830696
"ENSG00000026652",0.154199216190035,-0.386948360194861
"ENSG00000026751",0.122421147025188,-0.416590403387536
"ENSG00000026950",0.171688434605915,0.372361694645001
"ENSG00000027001",0.50363867664872,-0.187394491531261
"ENSG00000027075",0.115681031996154,0.423537516275638
"ENSG00000027644",0.269668545725876,0.304590897626477
"ENSG00000027697",0.360113185767642,-0.254442260986645
"ENSG00000027847",0.374131242945121,-0.247339630183131
"ENSG00000027869",0.582923342471775,0.154315673536373
"ENSG00000028116",0.0574333278965905,-0.5004585764637
"ENSG00000028137",0.662590887076609,-0.122895126428804
"ENSG00000028203",0.649666105626208,-0.127892196778506
"ENSG00000028277",0.595017652995195,-0.149443066659896
"ENSG00000028310",0.000317204562532256,0.802524860072949
"ENSG00000028528",0.804650490221348,-0.0698425154227543
"ENSG00000028839",0.533084993649153,-0.174858389116348
"ENSG00000029153",0.168498010526093,-0.374946786344624
"ENSG00000029363",0.276108951320007,0.30071990804862
"ENSG00000029364",0.000476223072473289,0.78861699659935
"ENSG00000029534",0.26404322889657,-0.308017831262071
"ENSG00000029559",0.484879055649558,-0.195558155893666
"ENSG00000029639",0.535921681642742,-0.173667409242208
"ENSG00000029725",0.52329661741597,0.1789899028711
"ENSG00000029993",0.185970661163231,0.361159974983502
"ENSG00000030066",0.0352843408037647,0.545887344807184
"ENSG00000030110",0.774395912800025,0.0809050634790997
"ENSG00000030304",0.364829656033755,-0.252035881314464
"ENSG00000030419",0.350305385609687,0.25950268380426
"ENSG00000030582",0.15620206447217,-0.385223942579519
"ENSG00000031003",0.91331333434344,-0.0307707277404335
"ENSG00000031081",0.0498027094502229,-0.514355842011251
"ENSG00000031691",0.276544567562844,0.300460048566308
"ENSG00000031698",0.14408894915981,-0.395889919744104
"ENSG00000031823",0.860211331083096,0.0497591713668355
"ENSG00000032219",0.332327558809818,0.268988430586784
"ENSG00000032389",0.0106580243491743,0.63696221750588
"ENSG00000032444",0.318882960575419,-0.276274078523059
"ENSG00000032742",0.347730723708124,0.260844122617189
"ENSG00000033011",0.0393902479904847,0.536117397040017
"ENSG00000033030",0.0502412982071667,0.513516220178575
"ENSG00000033050",0.142391975103964,0.397431684260933
"ENSG00000033100",0.289936964250841,-0.292587282913509
"ENSG00000033122",0.883747387997476,0.0413231306234746
"ENSG00000033170",0.562657768371344,-0.162574780774877
"ENSG00000033178",0.843246361495475,0.0558638603028511
"ENSG00000033327",0.963166029852711,-0.0130561805287573
"ENSG00000033627",0.256196071273082,-0.312873095157604
"ENSG00000033800",0.270689868708192,0.303973351874523
"ENSG00000033867",0.162569205841699,-0.379837807369517
"ENSG00000034053",0.283041719050332,0.296612983885456
"ENSG00000034152",0.898380302244782,-0.0360949585684995
"ENSG00000034239",0.869686336335808,-0.0463587173698375
"ENSG00000034510",0.247760741154976,-0.318194631378252
"ENSG00000034533",0.216559363202626,0.338917711289534
"ENSG00000034677",0.183978844126449,-0.362687687936884
"ENSG00000034693",0.628525351505621,0.1361442463283
"ENSG00000034713",0.76687796673199,0.0836704864120314
"ENSG00000034971",0.78310193364732,-0.0777111374243022
"ENSG00000035115",0.000929941295185717,0.763295925428723
"ENSG00000035141",0.262910189128299,0.308713409085306
"ENSG00000035403",0.134092964998308,-0.405156031144912
"ENSG00000035499",0.0477749553286928,0.518310069623265
"ENSG00000035664",0.151511641228736,-0.389285972878978
"ENSG00000035681",0.0993837439173802,0.441579217502912
"ENSG00000035687",0.0617188153585947,0.493237816577588
"ENSG00000035720",0.573745713664679,-0.158040870942881
